timestamp;script_id;host;label;running;cpu;mem_used;mem_peak;mem_free;error
[2026-09-23 09:03:09];[Script 1];192.168.178.149;zenDash_watch;True;0;13202;17458;11984;
[2026-09-23 09:03:24];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:03:24];[Script 1];192.168.178.149;zenDash_watch;True;0;13202;17458;11984;
[2026-09-23 09:03:39];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:03:39];[Script 1];192.168.178.149;zenDash_watch;True;0;13202;17458;11984;
[2026-09-23 09:03:54];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:03:54];[Script 1];192.168.178.149;zenDash_watch;True;8;13202;17458;11984;
[2026-09-23 09:04:09];[Script 1];192.168.178.117;Regler;True;15;13356;19614;11830;
[2026-09-23 09:04:09];[Script 1];192.168.178.149;zenDash_watch;True;0;13202;17458;11984;
[2026-09-23 09:04:24];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:04:24];[Script 1];192.168.178.149;zenDash_watch;True;0;13202;17458;11984;
[2026-09-23 09:04:39];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:04:39];[Script 1];192.168.178.149;zenDash_watch;True;0;13202;17458;11984;
[2026-09-23 09:04:54];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:04:54];[Script 1];192.168.178.149;zenDash_watch;True;0;13202;17458;11984;
[2026-09-23 09:05:09];[Script 1];192.168.178.117;Regler;True;15;13356;19614;11830;
[2026-09-23 09:05:09];[Script 1];192.168.178.149;zenDash_watch;True;5;13342;17458;11844;
[2026-09-23 09:05:24];[Script 1];192.168.178.117;Regler;True;11;13356;19614;11830;
[2026-09-23 09:05:24];[Script 1];192.168.178.149;zenDash_watch;True;15;13300;17458;11886;
[2026-09-23 09:05:39];[Script 1];192.168.178.117;Regler;True;11;13356;19614;11830;
[2026-09-23 09:05:39];[Script 1];192.168.178.149;zenDash_watch;True;30;13300;17458;11886;
[2026-09-23 09:05:54];[Script 1];192.168.178.117;Regler;True;9;13356;19614;11830;
[2026-09-23 09:05:54];[Script 1];192.168.178.149;zenDash_watch;True;16;13300;17458;11886;
[2026-09-23 09:06:09];[Script 1];192.168.178.117;Regler;True;14;13356;19614;11830;
[2026-09-23 09:06:09];[Script 1];192.168.178.149;zenDash_watch;True;23;13300;17458;11886;
[2026-09-23 09:06:24];[Script 1];192.168.178.117;Regler;True;13;13958;19614;11228;
[2026-09-23 09:06:24];[Script 1];192.168.178.149;zenDash_watch;True;23;13958;17458;11228;
[2026-09-23 09:06:39];[Script 1];192.168.178.117;Regler;True;11;13356;19614;11830;
[2026-09-23 09:06:39];[Script 1];192.168.178.149;zenDash_watch;True;19;13958;17458;11228;
[2026-09-23 09:06:54];[Script 1];192.168.178.117;Regler;True;9;13356;19614;11830;
[2026-09-23 09:06:54];[Script 1];192.168.178.149;zenDash_watch;True;23;13300;17458;11886;
[2026-09-23 09:07:09];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:07:09];[Script 1];192.168.178.149;zenDash_watch;True;19;13300;17458;11886;
[2026-09-23 09:07:24];[Script 1];192.168.178.117;Regler;True;13;13972;19614;11214;
[2026-09-23 09:07:24];[Script 1];192.168.178.149;zenDash_watch;True;23;13300;17458;11886;
[2026-09-23 09:07:39];[Script 1];192.168.178.117;Regler;True;13;13356;19614;11830;
[2026-09-23 09:07:39];[Script 1];192.168.178.149;zenDash_watch;True;23;13300;17458;11886;
[2026-09-23 09:07:54];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:07:54];[Script 1];192.168.178.149;zenDash_watch;True;19;13300;17458;11886;
[2026-09-23 09:08:09];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:08:09];[Script 1];192.168.178.149;zenDash_watch;True;23;13300;17458;11886;
[2026-09-23 09:08:24];[Script 1];192.168.178.117;Regler;True;11;13972;19614;11214;
[2026-09-23 09:08:24];[Script 1];192.168.178.149;zenDash_watch;True;23;13958;17458;11228;
[2026-09-23 09:08:39];[Script 1];192.168.178.117;Regler;True;13;13356;19614;11830;
[2026-09-23 09:08:39];[Script 1];192.168.178.149;zenDash_watch;True;19;13958;17458;11228;
[2026-09-23 09:08:54];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:08:54];[Script 1];192.168.178.149;zenDash_watch;True;23;13300;17458;11886;
[2026-09-23 09:14:36];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:14:36];[Script 1];192.168.178.149;zenDash_watch;True;0;13384;17668;11802;
[2026-09-23 09:14:41];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:14:41];[Script 1];192.168.178.149;zenDash_watch;True;0;13384;17668;11802;
[2026-09-23 09:14:56];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:14:56];[Script 1];192.168.178.149;zenDash_watch;True;0;13384;17668;11802;
[2026-09-23 09:15:11];[Script 1];192.168.178.117;Regler;True;13;13356;19614;11830;
[2026-09-23 09:15:11];[Script 1];192.168.178.149;zenDash_watch;True;0;13384;17668;11802;
[2026-09-23 09:15:26];[Script 1];192.168.178.117;Regler;True;13;13356;19614;11830;
[2026-09-23 09:15:26];[Script 1];192.168.178.149;zenDash_watch;True;0;13384;17668;11802;
[2026-09-23 09:15:41];[Script 1];192.168.178.117;Regler;True;10;13356;19614;11830;
[2026-09-23 09:15:41];[Script 1];192.168.178.149;zenDash_watch;True;0;13384;17668;11802;
